;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 5/16/2016 11:21:33 AM
;----------------------------------------------

;Address Opcode 	ASM
0x13BC	0xD7E9      	BRA         L_USB_Polling_Proc42
L_USB_Polling_Proc43:
L_USB_Polling_Proc41:
0x13BE	0xDC8D      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
0x13C0	0xD001      	BRA         L_USB_Polling_Proc45
L_USB_Polling_Proc40:
0x13C2	0xDCA4      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
L_USB_Polling_Proc45:
0x13C4	0xD00D      	BRA         L_USB_Polling_Proc46
L_USB_Polling_Proc39:
0x13C6	0x0EFD      	MOVLW       253
0x13C8	0x157C      	ANDWF       __Lib_USB_genHID_USTATcopy, 0, 1
0x13CA	0x6E01      	MOVWF       R1 
0x13CC	0x6A02      	CLRF        R2 
0x13CE	0x0EFF      	MOVLW       255
0x13D0	0x1602      	ANDWF       R2, 1 
0x13D2	0x0E00      	MOVLW       0
0x13D4	0x1802      	XORWF       R2, 0 
0x13D6	0xE102      	BNZ         L__USB_Polling_Proc289
0x13D8	0x0E04      	MOVLW       4
0x13DA	0x1801      	XORWF       R1, 0 
L__USB_Polling_Proc289:
0x13DC	0xE101      	BNZ         L_USB_Polling_Proc47
0x13DE	0xDC22      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_In_Handler
L_USB_Polling_Proc47:
L_USB_Polling_Proc46:
;__Lib_USB_genHID.c,2785 :: 		
0x13E0	0xD000      	BRA         L_USB_Polling_Proc48
L_USB_Polling_Proc38:
;__Lib_USB_genHID.c,2792 :: 		
L_USB_Polling_Proc48:
;__Lib_USB_genHID.c,2793 :: 		
0x13E2	0xD001      	BRA         L_USB_Polling_Proc49
L_USB_Polling_Proc37:
;__Lib_USB_genHID.c,2795 :: 		
0x13E4	0xD002      	BRA         L_USB_Polling_Proc35
L_USB_Polling_Proc49:
;__Lib_USB_genHID.c,2766 :: 		
0x13E6	0x2BAA      	INCF        USB_Polling_Proc_i_L0, 1, 1
;__Lib_USB_genHID.c,2796 :: 		
0x13E8	0xD766      	BRA         L_USB_Polling_Proc34
L_USB_Polling_Proc35:
;__Lib_USB_genHID.c,2797 :: 		
L_USB_Polling_Proc33:
;__Lib_USB_genHID.c,2799 :: 		
0x13EA	0xDC8E      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
;__Lib_USB_genHID.c,2800 :: 		
L_end_USB_Polling_Proc:
0x13EC	0x0012      	RETURN      0
; end of _USB_Polling_Proc
__Lib_USB_genHID_GetMaxStrignDscIndex:
;__Lib_USB_genHID.c,4708 :: 		
;__Lib_USB_genHID.c,4711 :: 		
0x13EE	0xDDB0      	RCALL       __Lib_USB_genHID_GetMaxIndexInDevDsc
0x13F0	0xF1A2C000  	MOVFF       R0, __Lib_USB_genHID_GetMaxStrignDscIndex_dev_L0
;__Lib_USB_genHID.c,4712 :: 		
0x13F4	0x0E8A      	MOVLW       _configDescriptor1
0x13F6	0x0101      	MOVLB       1
0x13F8	0x6FA9      	MOVWF       FARG___Lib_USB_genHID_GetMaxIndexInConfigDsc_cfgDsc, 1
0x13FA	0x0E20      	MOVLW       hi_addr(_configDescriptor1)
0x13FC	0x6FAA      	MOVWF       FARG___Lib_USB_genHID_GetMaxIndexInConfigDsc_cfgDsc+1, 1
0x13FE	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x1400	0x6FAB      	MOVWF       FARG___Lib_USB_genHID_GetMaxIndexInConfigDsc_cfgDsc+2, 1
0x1402	0xDCF7      	RCALL       __Lib_USB_genHID_GetMaxIndexInConfigDsc
0x1404	0xF1A3C000  	MOVFF       R0, __Lib_USB_genHID_GetMaxStrignDscIndex_cfg_L0
;__Lib_USB_genHID.c,4713 :: 		
0x1408	0x51A2      	MOVF        __Lib_USB_genHID_GetMaxStrignDscIndex_dev_L0, 0, 1
0x140A	0x5C00      	SUBWF       R0, 0 
0x140C	0xE203      	BC          L___Lib_USB_genHID_GetMaxStrignDscIndex258
;__Lib_USB_genHID.c,4714 :: 		
0x140E	0xF000C1A2  	MOVFF       __Lib_USB_genHID_GetMaxStrignDscIndex_dev_L0, R0
0x1412	0xD002      	BRA         L_end_GetMaxStrignDscIndex
;__Lib_USB_genHID.c,4715 :: 		
L___Lib_USB_genHID_GetMaxStrignDscIndex258:
;__Lib_USB_genHID.c,4716 :: 		
0x1414	0xF000C1A3  	MOVFF       __Lib_USB_genHID_GetMaxStrignDscIndex_cfg_L0, R0
;__Lib_USB_genHID.c,4719 :: 		
L_end_GetMaxStrignDscIndex:
0x1418	0x0012      	RETURN      0
; end of __Lib_USB_genHID_GetMaxStrignDscIndex
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x141A	0x905B      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,53 :: 		
0x141C	0xF1A9C1A2  	MOVFF       FARG_Lcd_Chr_CP_out_char, FARG_Lcd_Cmd_out_char
0x1420	0xDDF6      	RCALL       _Lcd_Cmd
;__Lib_Lcd.c,54 :: 		
0x1422	0x805B      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x1424	0x0012      	RETURN      0
; end of _Lcd_Chr_CP
__Lib_USB_genHID_USB_Attach_Device:
;__Lib_USB_genHID.c,4298 :: 		
;__Lib_USB_genHID.c,4300 :: 		
0x1426	0x0101      	MOVLB       1
0x1428	0x5168      	MOVF        __Lib_USB_genHID_USBDeviceState, 0, 1
0x142A	0x0A00      	XORLW       0
0x142C	0xE10B      	BNZ         L___Lib_USB_genHID_USB_Attach_Device207
;__Lib_USB_genHID.c,4303 :: 		
0x142E	0x6A6D      	CLRF        UCON 
;__Lib_USB_genHID.c,4306 :: 		
0x1430	0x6A69      	CLRF        UIE 
;__Lib_USB_genHID.c,4309 :: 		
0x1432	0xF004ECE7  	CALL        __Lib_USB_genHID_USB_Configure, 0
;__Lib_USB_genHID.c,4311 :: 		
0x1436	0xDEDC      	RCALL       __Lib_USB_genHID_USB_Enable_Interrupts
;__Lib_USB_genHID.c,4315 :: 		
L___Lib_USB_genHID_USB_Attach_Device208:
0x1438	0xB66D      	BTFSC       USBEN_bit, BitPos(USBEN_bit+0) 
0x143A	0xD002      	BRA         L___Lib_USB_genHID_USB_Attach_Device209
;__Lib_USB_genHID.c,4316 :: 		
0x143C	0x866D      	BSF         USBEN_bit, BitPos(USBEN_bit+0) 
;__Lib_USB_genHID.c,4317 :: 		
0x143E	0xD7FC      	BRA         L___Lib_USB_genHID_USB_Attach_Device208
L___Lib_USB_genHID_USB_Attach_Device209:
;__Lib_USB_genHID.c,4319 :: 		
0x1440	0x0E01      	MOVLW       1
0x1442	0x6F68      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,4321 :: 		
L___Lib_USB_genHID_USB_Attach_Device207:
;__Lib_USB_genHID.c,4322 :: 		
L_end_USB_Attach_Device:
0x1444	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Attach_Device
_Gen_Write:
;__Lib_USB_genHID.c,4618 :: 		
;__Lib_USB_genHID.c,4620 :: 		
0x1446	0x0E20      	MOVLW       32
0x1448	0x0101      	MOVLB       1
0x144A	0x5D68      	SUBWF       __Lib_USB_genHID_USBDeviceState, 0, 1
0x144C	0xE303      	BNC         L__Gen_Write276
0x144E	0xB26D      	BTFSC       SUSPND_bit, BitPos(SUSPND_bit+0) 
0x1450	0xD001      	BRA         L__Gen_Write276
0x1452	0xD002      	BRA         L_Gen_Write239
L__Gen_Write276:
;__Lib_USB_genHID.c,4621 :: 		
0x1454	0x6A00      	CLRF        R0 
0x1456	0xD046      	BRA         L_end_Gen_Write
;__Lib_USB_genHID.c,4622 :: 		
L_Gen_Write239:
;__Lib_USB_genHID.c,4623 :: 		
0x1458	0xF1A9C17A  	MOVFF       __Lib_USB_genHID_USB_In_Handle, FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x145C	0xF1AAC17B  	MOVFF       __Lib_USB_genHID_USB_In_Handle+1, FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1
0x1460	0xDE15      	RCALL       __Lib_USB_genHID_USB_Handle_Busy
0x1462	0x5200      	MOVF        R0, 1 
0x1464	0xE13E      	BNZ         L_Gen_Write240
;__Lib_USB_genHID.c,4624 :: 		
0x1466	0xF1A9C1A5  	MOVFF       FARG_Gen_Write_ep, FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x146A	0x0E01      	MOVLW       1
0x146C	0x6FAA      	MOVWF       FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 1
0x146E	0xF1ABC1A2  	MOVFF       FARG_Gen_Write_writebuff, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x1472	0xF1ACC1A3  	MOVFF       FARG_Gen_Write_writebuff+1, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_+1
0x1476	0xF1ADC1A4  	MOVFF       FARG_Gen_Write_length, FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x147A	0xDE1E      	RCALL       __Lib_USB_genHID_USB_Transfer_Packet
0x147C	0xF17AC000  	MOVFF       R0, __Lib_USB_genHID_USB_In_Handle
0x1480	0xF17BC001  	MOVFF       R1, __Lib_USB_genHID_USB_In_Handle+1
;__Lib_USB_genHID.c,4625 :: 		
0x1484	0x6B7F      	CLRF        __Lib_USB_genHID__USB_Stop_Waiting, 1
0x1486	0x6B80      	CLRF        __Lib_USB_genHID__USB_Stop_Waiting+1, 1
0x1488	0x6B81      	CLRF        __Lib_USB_genHID__USB_Stop_Waiting+2, 1
0x148A	0x6B82      	CLRF        __Lib_USB_genHID__USB_Stop_Waiting+3, 1
;__Lib_USB_genHID.c,4626 :: 		
L_Gen_Write241:
0x148C	0xF1A9C17A  	MOVFF       __Lib_USB_genHID_USB_In_Handle, FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x1490	0xF1AAC17B  	MOVFF       __Lib_USB_genHID_USB_In_Handle+1, FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1
0x1494	0xDDFB      	RCALL       __Lib_USB_genHID_USB_Handle_Busy
0x1496	0x5200      	MOVF        R0, 1 
0x1498	0xE00F      	BZ          L_Gen_Write242
;__Lib_USB_genHID.c,4627 :: 		
0x149A	0x0E01      	MOVLW       1
0x149C	0x6E01      	MOVWF       R1 
0x149E	0x5001      	MOVF        R1, 0 
0x14A0	0x0A00      	XORLW       0
0x14A2	0xE101      	BNZ         L_Gen_Write243
;__Lib_USB_genHID.c,4628 :: 		
0x14A4	0xDEAA      	RCALL       _USB_Polling_Proc
L_Gen_Write243:
;__Lib_USB_genHID.c,4629 :: 		
0x14A6	0x0101      	MOVLB       1
0x14A8	0x517F      	MOVF        __Lib_USB_genHID__USB_Stop_Waiting, 0, 1
0x14AA	0x1180      	IORWF       __Lib_USB_genHID__USB_Stop_Waiting+1, 0, 1
0x14AC	0x1181      	IORWF       __Lib_USB_genHID__USB_Stop_Waiting+2, 0, 1
0x14AE	0x1182      	IORWF       __Lib_USB_genHID__USB_Stop_Waiting+3, 0, 1
0x14B0	0xE002      	BZ          L_Gen_Write244
;__Lib_USB_genHID.c,4630 :: 		
0x14B2	0x6A00      	CLRF        R0 
0x14B4	0xD017      	BRA         L_end_Gen_Write
L_Gen_Write244:
;__Lib_USB_genHID.c,4631 :: 		
0x14B6	0xD7EA      	BRA         L_Gen_Write241
L_Gen_Write242:
;__Lib_USB_genHID.c,4632 :: 		
0x14B8	0xF1A6C17A  	MOVFF       __Lib_USB_genHID_USB_In_Handle, Gen_Write_handle_L0
0x14BC	0xF1A7C17B  	MOVFF       __Lib_USB_genHID_USB_In_Handle+1, Gen_Write_handle_L0+1
;__Lib_USB_genHID.c,4633 :: 		
0x14C0	0x0E00      	MOVLW       0
0x14C2	0x197B      	XORWF       __Lib_USB_genHID_USB_In_Handle+1, 0, 1
0x14C4	0xE102      	BNZ         L__Gen_Write333
0x14C6	0x0E00      	MOVLW       0
0x14C8	0x197A      	XORWF       __Lib_USB_genHID_USB_In_Handle, 0, 1
L__Gen_Write333:
0x14CA	0xE009      	BZ          L_Gen_Write245
;__Lib_USB_genHID.c,4634 :: 		
0x14CC	0x0E01      	MOVLW       1
0x14CE	0x25A6      	ADDWF       Gen_Write_handle_L0, 0, 1
0x14D0	0x6EE9      	MOVWF       FSR0L 
0x14D2	0x0E00      	MOVLW       0
0x14D4	0x21A7      	ADDWFC      Gen_Write_handle_L0+1, 0, 1
0x14D6	0x6EEA      	MOVWF       FSR0H 
0x14D8	0xF000CFEE  	MOVFF       POSTINC0, R0
0x14DC	0xD003      	BRA         L_end_Gen_Write
L_Gen_Write245:
;__Lib_USB_genHID.c,4636 :: 		
0x14DE	0x6A00      	CLRF        R0 
0x14E0	0xD001      	BRA         L_end_Gen_Write
;__Lib_USB_genHID.c,4637 :: 		
L_Gen_Write240:
;__Lib_USB_genHID.c,4638 :: 		
0x14E2	0x6A00      	CLRF        R0 
;__Lib_USB_genHID.c,4639 :: 		
L_end_Gen_Write:
0x14E4	0x0012      	RETURN      0
; end of _Gen_Write
_UART_Write:
;__Lib_UART_c67.c,119 :: 		
;__Lib_UART_c67.c,120 :: 		
0x14E6	0xFFE1C05E  	MOVFF       _UART_Wr_Ptr+2, FSR1L
0x14EA	0xFFE2C05F  	MOVFF       _UART_Wr_Ptr+3, FSR1H
0x14EE	0xFFE6C1A2  	MOVFF       FARG_UART_Write__data, POSTINC1
0x14F2	0xF000C05C  	MOVFF       _UART_Wr_Ptr, R0
0x14F6	0xF001C05D  	MOVFF       _UART_Wr_Ptr+1, R1
0x14FA	0xDE6E      	RCALL       _____DoIFC
;__Lib_UART_c67.c,121 :: 		
L_end_UART_Write:
0x14FC	0x0012      	RETURN      0
; end of _UART_Write
_Gen_Read:
;__Lib_USB_genHID.c,4596 :: 		
;__Lib_USB_genHID.c,4597 :: 		
0x14FE	0x0101      	MOVLB       1
0x1500	0x6BA8      	CLRF        Gen_Read_read_bytes_L0, 1
;__Lib_USB_genHID.c,4600 :: 		
0x1502	0x0E20      	MOVLW       32
0x1504	0x5D68      	SUBWF       __Lib_USB_genHID_USBDeviceState, 0, 1
0x1506	0xE303      	BNC         L__Gen_Read275
0x1508	0xB26D      	BTFSC       SUSPND_bit, BitPos(SUSPND_bit+0) 
0x150A	0xD001      	BRA         L__Gen_Read275
0x150C	0xD002      	BRA         L_Gen_Read233
L__Gen_Read275:
;__Lib_USB_genHID.c,4601 :: 		
0x150E	0x6A00      	CLRF        R0 
0x1510	0xD02D      	BRA         L_end_Gen_Read
;__Lib_USB_genHID.c,4602 :: 		
L_Gen_Read233:
;__Lib_USB_genHID.c,4603 :: 		
0x1512	0xF1A9C195  	MOVFF       __Lib_USB_genHID_USB_Out_Handle, FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x1516	0xF1AAC196  	MOVFF       __Lib_USB_genHID_USB_Out_Handle+1, FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1
0x151A	0xDDB8      	RCALL       __Lib_USB_genHID_USB_Handle_Busy
0x151C	0x5200      	MOVF        R0, 1 
0x151E	0xE125      	BNZ         L_Gen_Read234
;__Lib_USB_genHID.c,4604 :: 		
0x1520	0xF1A6C195  	MOVFF       __Lib_USB_genHID_USB_Out_Handle, Gen_Read_handle_L0
0x1524	0xF1A7C196  	MOVFF       __Lib_USB_genHID_USB_Out_Handle+1, Gen_Read_handle_L0+1
;__Lib_USB_genHID.c,4605 :: 		
0x1528	0x0E00      	MOVLW       0
0x152A	0x1996      	XORWF       __Lib_USB_genHID_USB_Out_Handle+1, 0, 1
0x152C	0xE102      	BNZ         L__Gen_Read331
0x152E	0x0E00      	MOVLW       0
0x1530	0x1995      	XORWF       __Lib_USB_genHID_USB_Out_Handle, 0, 1
L__Gen_Read331:
0x1532	0xE00A      	BZ          L_Gen_Read235
;__Lib_USB_genHID.c,4606 :: 		
0x1534	0x0E01      	MOVLW       1
0x1536	0x25A6      	ADDWF       Gen_Read_handle_L0, 0, 1
0x1538	0x6EE9      	MOVWF       FSR0L 
0x153A	0x0E00      	MOVLW       0
0x153C	0x21A7      	ADDWFC      Gen_Read_handle_L0+1, 0, 1
0x153E	0x6EEA      	MOVWF       FSR0H 
0x1540	0xF000CFEE  	MOVFF       POSTINC0, R0
0x1544	0xF1A8C000  	MOVFF       R0, Gen_Read_read_bytes_L0
L_Gen_Read235:
;__Lib_USB_genHID.c,4607 :: 		
0x1548	0xF1A9C1A5  	MOVFF       FARG_Gen_Read_ep, FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x154C	0x6BAA      	CLRF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 1
0x154E	0xF1ABC1A2  	MOVFF       FARG_Gen_Read_readbuff, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x1552	0xF1ACC1A3  	MOVFF       FARG_Gen_Read_readbuff+1, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_+1
0x1556	0xF1ADC1A4  	MOVFF       FARG_Gen_Read_length, FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x155A	0xDDAE      	RCALL       __Lib_USB_genHID_USB_Transfer_Packet
0x155C	0xF195C000  	MOVFF       R0, __Lib_USB_genHID_USB_Out_Handle
0x1560	0xF196C001  	MOVFF       R1, __Lib_USB_genHID_USB_Out_Handle+1
;__Lib_USB_genHID.c,4608 :: 		
0x1564	0xF000C1A8  	MOVFF       Gen_Read_read_bytes_L0, R0
0x1568	0xD001      	BRA         L_end_Gen_Read
;__Lib_USB_genHID.c,4609 :: 		
L_Gen_Read234:
0x156A	0x6A00      	CLRF        R0 
;__Lib_USB_genHID.c,4611 :: 		
L_end_Gen_Read:
0x156C	0x0012      	RETURN      0
; end of _Gen_Read
_UART1_Init:
;__Lib_UART_c67.c,15 :: 		
;__Lib_UART_c67.c,18 :: 		
0x156E	0x0ED4      	MOVLW       _UART1_Write
0x1570	0x6E5C      	MOVWF       _UART_Wr_Ptr 
0x1572	0x0E0D      	MOVLW       hi_addr(_UART1_Write)
0x1574	0x6E5D      	MOVWF       _UART_Wr_Ptr+1 
0x1576	0x0EAF      	MOVLW       FARG_UART1_Write_data_
0x1578	0x6E5E      	MOVWF       _UART_Wr_Ptr+2 
0x157A	0x0E01      	MOVLW       hi_addr(FARG_UART1_Write_data_)
0x157C	0x6E5F      	MOVWF       _UART_Wr_Ptr+3 
;__Lib_UART_c67.c,19 :: 		
0x157E	0x0E9A      	MOVLW       _UART1_Read
0x1580	0x0100      	MOVLB       0
0x1582	0x6F61      	MOVWF       _UART_Rd_Ptr, 1
0x1584	0x0E16      	MOVLW       hi_addr(_UART1_Read)
0x1586	0x6F62      	MOVWF       _UART_Rd_Ptr+1, 1
0x1588	0x0E00      	MOVLW       0
0x158A	0x6F63      	MOVWF       _UART_Rd_Ptr+2, 1
0x158C	0x0E00      	MOVLW       0
0x158E	0x6F64      	MOVWF       _UART_Rd_Ptr+3, 1
;__Lib_UART_c67.c,20 :: 		
0x1590	0x0E5A      	MOVLW       _UART1_Data_Ready
0x1592	0x6E52      	MOVWF       _UART_Rdy_Ptr 
0x1594	0x0E1A      	MOVLW       hi_addr(_UART1_Data_Ready)
0x1596	0x6E53      	MOVWF       _UART_Rdy_Ptr+1 
0x1598	0x0E00      	MOVLW       0
0x159A	0x6E54      	MOVWF       _UART_Rdy_Ptr+2 
0x159C	0x0E00      	MOVLW       0
0x159E	0x6E55      	MOVWF       _UART_Rdy_Ptr+3 
;__Lib_UART_c67.c,21 :: 		
0x15A0	0x0EFF      	MOVLW       _UART1_Tx_Idle
0x15A2	0x6E56      	MOVWF       _UART_Tx_Idle_Ptr 
0x15A4	0x0EFF      	MOVLW       hi_addr(_UART1_Tx_Idle)
0x15A6	0x6E57      	MOVWF       _UART_Tx_Idle_Ptr+1 
0x15A8	0x0E00      	MOVLW       0
0x15AA	0x6E58      	MOVWF       _UART_Tx_Idle_Ptr+2 
0x15AC	0x0E00      	MOVLW       0
0x15AE	0x6E59      	MOVWF       _UART_Tx_Idle_Ptr+3 
;__Lib_UART_c67.c,23 :: 		
0x15B0	0x8AAC      	BSF         TXSTA, 5 
;__Lib_UART_c67.c,24 :: 		
0x15B2	0x0E90      	MOVLW       144
0x15B4	0x6EAB      	MOVWF       RCSTA 
;__Lib_UART_c67.c,25 :: 		
0x15B6	0x8E94      	BSF         TRISC7_bit, BitPos(TRISC7_bit+0) 
;__Lib_UART_c67.c,26 :: 		
0x15B8	0x9C94      	BCF         TRISC6_bit, BitPos(TRISC6_bit+0) 
;__Lib_UART_c67.c,28 :: 		
L_UART1_Init0:
0x15BA	0xAA9E      	BTFSS       PIR1, 5 
0x15BC	0xD003      	BRA         L_UART1_Init1
;__Lib_UART_c67.c,29 :: 		
0x15BE	0xF000CFAE  	MOVFF       RCREG, R0
0x15C2	0xD7FB      	BRA         L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,30 :: 		
L_end_UART1_Init:
0x15C4	0x0012      	RETURN      0
; end of _UART1_Init
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x15C6	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x15C8	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x15CC	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x15CE	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x15D0	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x15D2	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
L_end___CC2DW:
0x15D4	0x0012      	RETURN      0
; end of ___CC2DW
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x15D6	0x9892      	BCF         LCD_EN_Direction, BitPos(LCD_EN_Direction+0) 
;__Lib_Lcd.c,87 :: 		
0x15D8	0x9A92      	BCF         LCD_RS_Direction, BitPos(LCD_RS_Direction+0) 
;__Lib_Lcd.c,88 :: 		
0x15DA	0x9692      	BCF         LCD_D4_Direction, BitPos(LCD_D4_Direction+0) 
;__Lib_Lcd.c,89 :: 		
0x15DC	0x9492      	BCF         LCD_D5_Direction, BitPos(LCD_D5_Direction+0) 
;__Lib_Lcd.c,90 :: 		
0x15DE	0x9292      	BCF         LCD_D6_Direction, BitPos(LCD_D6_Direction+0) 
;__Lib_Lcd.c,91 :: 		
0x15E0	0x9092      	BCF         LCD_D7_Direction, BitPos(LCD_D7_Direction+0) 
;__Lib_Lcd.c,93 :: 		
0x15E2	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,94 :: 		
0x15E4	0x9A80      	BCF         LCD_RS, BitPos(LCD_RS+0) 
;__Lib_Lcd.c,95 :: 		
0x15E6	0x9080      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,96 :: 		
0x15E8	0x9280      	BCF         LCD_D6, BitPos(LCD_D6+0) 
;__Lib_Lcd.c,97 :: 		
0x15EA	0x9480      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,98 :: 		
0x15EC	0x9680      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,100 :: 		
0x15EE	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,101 :: 		
0x15F2	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,102 :: 		
0x15F6	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,105 :: 		
0x15FA	0x8480      	BSF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,106 :: 		
0x15FC	0x8680      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,107 :: 		
0x15FE	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,108 :: 		
0x1600	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,109 :: 		
0x1604	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,110 :: 		
0x1606	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,112 :: 		
0x160A	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,113 :: 		
0x160C	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,114 :: 		
0x1610	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,115 :: 		
0x1612	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,117 :: 		
0x1616	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,118 :: 		
0x1618	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,119 :: 		
0x161C	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,120 :: 		
0x161E	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,123 :: 		
0x1622	0x9680      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,124 :: 		
0x1624	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,125 :: 		
0x1626	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,126 :: 		
0x162A	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,127 :: 		
0x162C	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,130 :: 		
0x1630	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,131 :: 		
0x1632	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,132 :: 		
0x1636	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,134 :: 		
0x1638	0x9480      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,135 :: 		
0x163A	0x8080      	BSF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,136 :: 		
0x163C	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,137 :: 		
0x163E	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,138 :: 		
0x1642	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,139 :: 		
0x1644	0xF006EC09  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,142 :: 		
0x1648	0x9080      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,143 :: 		
0x164A	0x8680      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,144 :: 		
0x164C	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,145 :: 		
0x164E	0xF006ECF7  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,146 :: 		
0x1652	0x9880      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,148 :: 		
0x1654	0x9680      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,149 :: 		
0x1656	0x8880      	BSF         LCD_EN, BitPos(LCD_EN+0) 
